id,name,slug,generation,cost,category,fling_power,effect,short_effect,sprite,sourceUrl
105,skull-fossil,skull_fossil,,7000,dex-completion,100,Give to a scientist in the mining museum in oreburgh city or the Museum of Science in pewter city to receive a cranidos.,Can be revived into a Cranidos.,images/items/skull_fossil.png,https://pokeapi.co/api/v2/item/105/
106,rare-bone,rare_bone,,5000,loot,100,Vendor trash.,"Sell for 5000 Pokédollars, or to Bone Man for 10000 Pokédollars.",images/items/rare_bone.png,https://pokeapi.co/api/v2/item/106/
107,shiny-stone,shiny_stone,,3000,evolution,80,"Used on a party Pokémon
:   Evolves a minccino into cinccino, a roselia into roserade, or a togetic into togekiss.","Evolves a Minccino into Cinccino, a Roselia into Roserade, or a Togetic into Togekiss.",images/items/shiny_stone.png,https://pokeapi.co/api/v2/item/107/
108,dusk-stone,dusk_stone,,3000,evolution,80,"Used on a party Pokémon
:   Evolves a lampent into chandelure, a misdreavus into mismagius, or a murkrow into honchkrow.","Evolves a Lampent into Chandelure, a Misdreavus into Mismagius, or a Murkrow into Honchkrow.",images/items/dusk_stone.png,https://pokeapi.co/api/v2/item/108/
109,dawn-stone,dawn_stone,,3000,evolution,80,"Used on a party Pokémon
:   Evolves a male kirlia into gallade or a female snorunt into froslass.",Evolves a male Kirlia into Gallade or a female Snorunt into Froslass.,images/items/dawn_stone.png,https://pokeapi.co/api/v2/item/109/
110,oval-stone,oval_stone,,2000,evolution,80,"Held by happiny
:   Holder evolves into chansey when it levels up during the daytime.",Level-up during Day on a Happiny: Holder evolves into Chansey.,images/items/oval_stone.png,https://pokeapi.co/api/v2/item/110/
111,odd-keystone,odd_keystone,,2100,dex-completion,80,"Place in the tower on sinnoh route 209.  Check the stone to encounter a spiritomb, as long as the trainer’s Underground status card counts at least 32 greetings.",Use on the tower on Route 209 to encounter Spiritomb if you have at least 32 Underground greetings.,images/items/odd_keystone.png,https://pokeapi.co/api/v2/item/111/
112,adamant-orb,adamant_orb,,0,species-specific,60,"Held by dialga
:   Holder’s dragon- and steel-type moves have 1.2× their usual power.",Boosts the damage from Dialga’s Dragon-type and Steel-type moves by 20%.,images/items/adamant_orb.png,https://pokeapi.co/api/v2/item/112/
113,lustrous-orb,lustrous_orb,,0,species-specific,60,"Held by palkia
:   Holder’s dragon- and water-type moves have 1.2× their usual power.",Boosts the damage from Palkia’s Dragon-type and Water-type moves by 20%.,images/items/lustrous_orb.png,https://pokeapi.co/api/v2/item/113/
114,grass-mail,grass_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/grass_mail.png,https://pokeapi.co/api/v2/item/114/
115,flame-mail,flame_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/flame_mail.png,https://pokeapi.co/api/v2/item/115/
116,bubble-mail,bubble_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/bubble_mail.png,https://pokeapi.co/api/v2/item/116/
117,bloom-mail,bloom_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/bloom_mail.png,https://pokeapi.co/api/v2/item/117/
118,tunnel-mail,tunnel_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/tunnel_mail.png,https://pokeapi.co/api/v2/item/118/
119,steel-mail,steel_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/steel_mail.png,https://pokeapi.co/api/v2/item/119/
120,heart-mail,heart_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/heart_mail.png,https://pokeapi.co/api/v2/item/120/
121,snow-mail,snow_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/snow_mail.png,https://pokeapi.co/api/v2/item/121/
122,space-mail,space_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/space_mail.png,https://pokeapi.co/api/v2/item/122/
123,air-mail,air_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/air_mail.png,https://pokeapi.co/api/v2/item/123/
124,mosaic-mail,mosaic_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/mosaic_mail.png,https://pokeapi.co/api/v2/item/124/
125,brick-mail,brick_mail,,50,all-mail,None,"Used to send short messages to other players via Pokémon trading.  Trainer may compose a message from a finite list of words when giving this item to a Pokémon.  Once taken and read, a message may be erased and this item can be reused, or the message may be stored in the trainer’s PC.

Held
:   Holder cannot be placed in the PC.  Any move attempting to remove this item from the holder will fail.",Lets a Trainer write a message and send it via Pokémon trade.,images/items/brick_mail.png,https://pokeapi.co/api/v2/item/125/
126,cheri-berry,cheri_berry,,80,medicine,10,"Held in battle
:   When the holder is paralyzed, it consumes this item to cure the paralysis.

Used on a party Pokémon
:   Cures paralysis.",Held: Consumed when paralyzed to cure paralysis.,images/items/cheri_berry.png,https://pokeapi.co/api/v2/item/126/
127,chesto-berry,chesto_berry,,80,medicine,10,"Held in battle
:   When the holder is asleep, it consumes this item to wake up.

Used on a party Pokémon
:   Cures sleep.",Held: Consumed when asleep to cure sleep.,images/items/chesto_berry.png,https://pokeapi.co/api/v2/item/127/
128,pecha-berry,pecha_berry,,80,medicine,10,"Held in battle
:   When the holder is poisoned, it consumes this item to cure the poison.

Used on a party Pokémon
:   Cures poison.",Held: Consumed when poisoned to cure poison.,images/items/pecha_berry.png,https://pokeapi.co/api/v2/item/128/
129,rawst-berry,rawst_berry,,80,medicine,10,"Held in battle
:   When the holder is burned, it consumes this item to cure the burn.

Used on a party Pokémon
:   Cures a burn.",Held: Consumed when burned to cure a burn.,images/items/rawst_berry.png,https://pokeapi.co/api/v2/item/129/
130,aspear-berry,aspear_berry,,80,medicine,10,"Held in battle
:   When the holder is frozen, it consumes this item to thaw itself.

Used on a party Pokémon
:   Cures freezing.",Held: Consumed when frozen to cure frozen.,images/items/aspear_berry.png,https://pokeapi.co/api/v2/item/130/
131,leppa-berry,leppa_berry,,80,medicine,10,"Held in battle
:   When the holder is out of PP for one of its moves, it consumes this item to restore 10 of that move’s PP.

Used on a party Pokémon
:   Restores 10 PP for a selected move.",Held: Consumed when a move runs out of PP to restore its PP by 10.,images/items/leppa_berry.png,https://pokeapi.co/api/v2/item/131/
132,oran-berry,oran_berry,,80,medicine,10,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 10 HP.

Used on a party Pokémon
:   Restores 10 HP.",Held: Consumed at 1/2 max HP to recover 10 HP.,images/items/oran_berry.png,https://pokeapi.co/api/v2/item/132/
133,persim-berry,persim_berry,,80,medicine,10,"Held in battle
:   When the holder is confused, it consumes this item to cure the confusion.

Used on a party Pokémon
:   Cures confusion.",Held: Consumed when confused to cure confusion.,images/items/persim_berry.png,https://pokeapi.co/api/v2/item/133/
134,lum-berry,lum_berry,,80,medicine,10,"Held in battle
:   When the holder is afflicted with a major status ailment, it consumes this item to cure the ailment.

Used on a party Pokémon
:   Cures any major status ailment.",Held: Consumed to cure any status condition or confusion.,images/items/lum_berry.png,https://pokeapi.co/api/v2/item/134/
135,sitrus-berry,sitrus_berry,,80,medicine,10,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/4 its max HP.

Used on a party Pokémon
:   Restores 1/4 the Pokémon’s max HP.",Held: Consumed at 1/2 max HP to recover 1/4 max HP.,images/items/sitrus_berry.png,https://pokeapi.co/api/v2/item/135/
136,figy-berry,figy_berry,,80,picky-healing,10,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes spicy flavors (i.e., has a nature that lowers Attack), it will also become confused.",Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike spicy flavor.,images/items/figy_berry.png,https://pokeapi.co/api/v2/item/136/
137,wiki-berry,wiki_berry,,80,picky-healing,10,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes dry flavors (i.e., has a nature that lowers Special Attack), it will also become confused.",Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike dry flavor.,images/items/wiki_berry.png,https://pokeapi.co/api/v2/item/137/
138,mago-berry,mago_berry,,80,picky-healing,10,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes sweet flavors (i.e., has a nature that lowers Speed), it will also become confused.",Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike sweet flavor.,images/items/mago_berry.png,https://pokeapi.co/api/v2/item/138/
139,aguav-berry,aguav_berry,,80,picky-healing,10,"Held in battle
:   When the holder has 1/2 its max HP remaining or less, it consumes this item to restore 1/8 its max HP.  If the holder dislikes bitter flavors (i.e., has a nature that lowers Special Defense), it will also become confused.",Held: Consumed at 1/2 max HP to restore 1/8 max HP. Confuses Pokémon that dislike bitter flavor.,images/items/aguav_berry.png,https://pokeapi.co/api/v2/item/139/
