id,name,description,champion_ids,image,sourceUrl
2010,Worlds 2017 FLY,,,images/emotes/worlds_2017_fly.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_fly_inventory.png
2011,Worlds 2017 FNC,,,images/emotes/worlds_2017_fnc.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_fnc_inventory.png
2012,Worlds 2017 FW,,,images/emotes/worlds_2017_fw.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_fw_inventory.png
2013,Worlds 2017 G2,,,images/emotes/worlds_2017_g2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_g2_inventory.png
2014,Worlds 2017 GAM,,,images/emotes/worlds_2017_gam.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_gam_inventory.png
2015,Worlds 2017 GMB,,,images/emotes/worlds_2017_gmb.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_gmb_inventory.png
2016,Worlds 2017 H2K,,,images/emotes/worlds_2017_h2k.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_h2k_inventory.png
2017,Worlds 2017 HKA,,,images/emotes/worlds_2017_hka.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_hka_inventory.png
2018,Worlds 2017 IG,,,images/emotes/worlds_2017_ig.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_ig_inventory.png
2019,Worlds 2017 IMT,,,images/emotes/worlds_2017_imt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_imt_inventory.png
2020,Worlds 2017 INF,,,images/emotes/worlds_2017_inf.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_inf_inventory.png
2021,Worlds 2017 KLG,,,images/emotes/worlds_2017_klg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_klg_inventory.png
2022,Worlds 2017 KLH,,,images/emotes/worlds_2017_klh.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_klh_inventory.png
2023,Worlds 2017 kt,,,images/emotes/worlds_2017_kt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_kt_inventory.png
2024,Worlds 2017 LGC,,,images/emotes/worlds_2017_lgc.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_lgc_inventory.png
2025,Worlds 2017 LYN,,,images/emotes/worlds_2017_lyn.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_lyn_inventory.png
2026,Worlds 2017 LZ,,,images/emotes/worlds_2017_lz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_lz_inventory.png
2027,Worlds 2017 M19,,,images/emotes/worlds_2017_m19.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_m19_inventory.png
2028,Worlds 2017 MSF,,,images/emotes/worlds_2017_msf.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_msf_inventory.png
2029,Worlds 2017 NB,,,images/emotes/worlds_2017_nb.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_nb_inventory.png
2030,Worlds 2017 OMG,,,images/emotes/worlds_2017_omg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_omg_inventory.png
2031,Worlds 2017 oNe,,,images/emotes/worlds_2017_one.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_one_inventory.png
2032,Worlds 2017 PNG,,,images/emotes/worlds_2017_png.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_png_inventory.png
2033,Worlds 2017 RNG,,,images/emotes/worlds_2017_rng.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_rng_inventory.png
2034,Worlds 2017 RPG,,,images/emotes/worlds_2017_rpg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_rpg_inventory.png
2035,Worlds 2017 SKT,,,images/emotes/worlds_2017_skt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_skt_inventory.png
2036,Worlds 2017 SNG,,,images/emotes/worlds_2017_sng.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_sng_inventory.png
2037,Worlds 2017 SPY,,,images/emotes/worlds_2017_spy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_spy_inventory.png
2038,Worlds 2017 SS,,,images/emotes/worlds_2017_ss.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_ss_inventory.png
2039,Worlds 2017 SSG,,,images/emotes/worlds_2017_ssg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_ssg_inventory.png
2040,Worlds 2017 TSM,,,images/emotes/worlds_2017_tsm.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_tsm_inventory.png
2041,Worlds 2017 UOL,,,images/emotes/worlds_2017_uol.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_uol_inventory.png
2042,Worlds 2017 WE,,,images/emotes/worlds_2017_we.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_we_inventory.png
2043,Worlds 2017 YG,,,images/emotes/worlds_2017_yg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2017/em_worlds2017_yg_inventory.png
2044,2018 MSI 100,,,images/emotes/2018_msi_100.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_100_01_inventory.png
2045,2018 MSI 6SN,,,images/emotes/2018_msi_6sn.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_6sn_01_inventory.png
2046,2018 MSI AFS,,,images/emotes/2018_msi_afs.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_afs_01_inventory.png
2047,2018 MSI ASC,,,images/emotes/2018_msi_asc.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_asc_01_inventory.png
2048,2018 MSI AUR,,,images/emotes/2018_msi_aur.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_aur_01_inventory.png
2049,2018 MSI BLG,,,images/emotes/2018_msi_blg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_blg_01_inventory.png
2050,2018 MSI DFM,,,images/emotes/2018_msi_dfm.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_dfm_01_inventory.png
2051,2018 MSI DP,,,images/emotes/2018_msi_dp.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_dp_01_inventory.png
2052,2018 MSI DW,,,images/emotes/2018_msi_dw.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_dw_01_inventory.png
2053,2018 MSI EDG,,,images/emotes/2018_msi_edg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_edg_01_inventory.png
2054,2018 MSI EVS,,,images/emotes/2018_msi_evs.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_evs_01_inventory.png
2055,2018 MSI FB,,,images/emotes/2018_msi_fb.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_fb_01_inventory.png
2056,2018 MSI FNC,,,images/emotes/2018_msi_fnc.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_fnc_01_inventory.png
2057,2018 MSI FPX,,,images/emotes/2018_msi_fpx.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_fpx_01_inventory.png
2058,2018 MSI FW,,,images/emotes/2018_msi_fw.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_fw_01_inventory.png
2059,2018 MSI G2,,,images/emotes/2018_msi_g2.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_g2_01_inventory.png
2060,2018 MSI GAM,,,images/emotes/2018_msi_gam.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_gam_01_inventory.png
2061,2018 MSI GG,,,images/emotes/2018_msi_gg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_gg_01_inventory.png
2062,2018 MSI GMB,,,images/emotes/2018_msi_gmb.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_gmb_01_inventory.png
2063,2018 MSI GRX,,,images/emotes/2018_msi_grx.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_grx_01_inventory.png
2064,2018 MSI IG,,,images/emotes/2018_msi_ig.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_ig_01_inventory.png
2065,2018 MSI INF,,,images/emotes/2018_msi_inf.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_inf_01_inventory.png
2066,2018 MSI JDG,,,images/emotes/2018_msi_jdg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_jdg_01_inventory.png
2067,2018 MSI KBM,,,images/emotes/2018_msi_kbm.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_kbm_01_inventory.png
2068,2018 MSI KLG,,,images/emotes/2018_msi_klg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_klg_01_inventory.png
2069,2018 MSI KT,,,images/emotes/2018_msi_kt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_kt_01_inventory.png
2070,2018 MSI KZ,,,images/emotes/2018_msi_kz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_kz_01_inventory.png
2071,2018 MSI M17,,,images/emotes/2018_msi_m17.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_m17_01_inventory.png
2072,2018 MSI MAD,,,images/emotes/2018_msi_mad.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_mad_01_inventory.png
2073,2018 MSI OMG,,,images/emotes/2018_msi_omg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_omg_01_inventory.png
2074,2018 MSI PGM,,,images/emotes/2018_msi_pgm.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_pgm_01_inventory.png
2075,2018 MSI R7,,,images/emotes/2018_msi_r7.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_r7_01_inventory.png
2076,2018 MSI RBE,,,images/emotes/2018_msi_rbe.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_rbe_01_inventory.png
2077,2018 MSI RBT,,,images/emotes/2018_msi_rbt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_rbt_01_inventory.png
2078,2018 MSI RNG,,,images/emotes/2018_msi_rng.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_rng_01_inventory.png
2079,2018 MSI ROG,,,images/emotes/2018_msi_rog.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_rog_01_inventory.png
2080,2018 MSI SNG,,,images/emotes/2018_msi_sng.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_sng_01_inventory.png
2081,2018 MSI SS,,,images/emotes/2018_msi_ss.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_ss_01_inventory.png
2082,2018 MSI SUP,,,images/emotes/2018_msi_sup.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_sup_01_inventory.png
2083,2018 MSI TL,,,images/emotes/2018_msi_tl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_tl_01_inventory.png
2084,2018 MSI USG,,,images/emotes/2018_msi_usg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_usg_01_inventory.png
2085,2018 MSI VK,,,images/emotes/2018_msi_vk.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_vk_01_inventory.png
2086,2018 MSI WE,,,images/emotes/2018_msi_we.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_we_01_inventory.png
2087,2018 MSI YC,,,images/emotes/2018_msi_yc.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/msi2018/em_msi_2018_yc_01_inventory.png
