champion,champion_id,slot,name,description,tooltip,cooldown,cost,range,resource,image,image_large,sourceUrl
Lulu,117,P,"Pix, Faerie Companion","Pix fires magical bolts of energy whenever the champion he's following attacks another enemy unit. These bolts are homing, but can be intercepted by other units.",,,,,,champions/Lulu/images/abilities/pix_faerie_companion.png,champions/Lulu/images/abilities/pix_faerie_companion.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/lulu/hud/icons2d/lulu_pixfaeriecompanion.png
Lulu,117,Q,Glitterlance,Pix and Lulu each fire a bolt of magical energy that damages and heavily slows all enemies it hits.,"Lulu and Pix each fire a piercing bolt dealing {{ totaldamage }} magic damage and Slowing by {{ slowamount*-100 }}%, decaying over {{ slowduration }} seconds. Enemies take {{ bonusmissiledamage }} magic damage from additional bolts.{{ spellmodifierdescriptionappend }}",7,50/55/60/65/70,925,{{ cost }} {{ abilityresourcename }},champions/Lulu/images/abilities/glitterlance.png,champions/Lulu/images/abilities/glitterlance.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/lulu/hud/icons2d/lulu_glitterbolt.png
Lulu,117,W,Whimsy,"If cast on an ally, grants them Attack Speed and Move Speed for a short time. If cast on an enemy, turns them into an adorable critter that can't attack or cast spells.","When used on an ally, Lulu grants {{ totalms }} Move Speed and {{ e7 }}% Attack Speed for {{ e5 }} seconds. When used on an enemy, Lulu Polymorphs them for {{ e3 }} seconds.{{ spellmodifierdescriptionappend }}",18,65,650,{{ cost }} {{ abilityresourcename }},champions/Lulu/images/abilities/whimsy.png,champions/Lulu/images/abilities/whimsy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/lulu/hud/icons2d/lulu_whimsy.png
Lulu,117,E,"Help, Pix!","If cast on an ally, commands Pix to jump to an ally and shield them. He then follows them and aids their attacks. If cast on an enemy, commands Pix to jump to an enemy and damage them. He then follows them and grants you vision of that enemy.","When used on an ally, Pix jumps to them and grants Pix, Faerie Companion for {{ e1 }} seconds. If the ally is a champion, Pix also grants {{ totalshield }} Shield for {{ e7 }} seconds. When used on an enemy champion, Pix hampers them, dealing {{ totaldamage }} magic damage and granting True Sight of them for {{ e6 }} seconds.{{ spellmodifierdescriptionappend }}",10/9.5/9/8.5/8,60/65/70/75/80,650,{{ cost }} {{ abilityresourcename }},champions/Lulu/images/abilities/help_pix.png,champions/Lulu/images/abilities/help_pix.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/lulu/hud/icons2d/lulu_commandpix.png
Lulu,117,R,Wild Growth,"Lulu enlarges an ally, knocking nearby enemies into the air and granting the ally a large amount of bonus health. For the next few seconds, that ally gains an aura that slows nearby enemies.","Lulu enlarges an ally, Knocking Up surrounding enemies for {{ knockbackduration }} second. The enlarged ally gains {{ totalbonushealth }} max Health and Slows surrounding enemies by {{ slowpercent }}% for {{ buffduration }} seconds.{{ spellmodifierdescriptionappend }}",120/100/80,100,900,{{ cost }} {{ abilityresourcename }},champions/Lulu/images/abilities/wild_growth.png,champions/Lulu/images/abilities/wild_growth.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/lulu/hud/icons2d/lulu_giantgrowth.png
Bard,432,P,Traveler's Call,"Meeps: Bard attracts lesser spirits that assist with his basic attacks to deal extra magic damage. When Bard has collected enough Chimes , his meeps will also deal damage in an area and slow enemies hit. Chimes: Ancient chimes randomly appear for Bard to collect. These grant experience, restore mana, and provide out of combat Move Speed.",,,,,,champions/Bard/images/abilities/traveler_s_call.png,champions/Bard/images/abilities/traveler_s_call.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/bard/hud/icons2d/bard_passive.png
Bard,432,Q,Cosmic Binding,"Bard fires a missile which will slow the first enemy struck, and continue onward. If it strikes a wall, it will stun the initial target; if it strikes another enemy, it will stun them both.","Bard fires an energy bolt, dealing {{ totaldamage }} magic damage to the first two enemies hit. The first target hit is Slowed by {{ slowamountpercentage }}% for {{ slowduration }}s. If the bolt hits a second enemy or a wall, any enemies hit are Stunned for {{ stunduration }}s. {{ spellmodifierdescriptionappend }}",11/10/9/8/7,60,25000,{{ cost }} {{ abilityresourcename }},champions/Bard/images/abilities/cosmic_binding.png,champions/Bard/images/abilities/cosmic_binding.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/bard/hud/icons2d/bard_q.png
Bard,432,W,Caretaker's Shrine,"Reveals a Health shrine which powers up over a short time, disappearing after healing and speeding up the first ally that touches it.","Bard creates a Health shrine that grants {{ calc_movespeed }} Move Speed decaying over {{ movespeed_duration }} seconds and restores at least {{ initialheal }} Health to the first ally to enter. The shrine grows to restore {{ maxheal }} Health after existing for {{ chargeuptime }} seconds. Bard can have up to {{ maxpacks }} shrines at once. If an enemy champion enters a shrine, it is destroyed. This ability has {{ ammo_limit }} charges. Current Active Shrines: {{ f1 }} / {{ f2 }}{{ spellmodifierdescriptionappend }}",0,70,800,{{ cost }} {{ abilityresourcename }},champions/Bard/images/abilities/caretaker_s_shrine.png,champions/Bard/images/abilities/caretaker_s_shrine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/bard/hud/icons2d/bard_w.png
Bard,432,E,Magical Journey,Bard opens a portal in nearby terrain. Allies and enemies alike can take a one-way trip through that terrain by moving into the portal.,Bard opens a one-way portal through Terrain for {{ e1 }} seconds. Any champion can enter the portal by moving onto it while near the entrance.{{ spellmodifierdescriptionappend }},22/20.5/19/17.5/16,30,900,{{ cost }} {{ abilityresourcename }},champions/Bard/images/abilities/magical_journey.png,champions/Bard/images/abilities/magical_journey.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/bard/hud/icons2d/bard_e.png
Bard,432,R,Tempered Fate,"Bard sends spirit energy arcing to a location, putting all champions, minions, monsters, and turrets hit into stasis for a brief time.","Bard hurls magical protective energy to an area, placing all units and structures hit into Stasis for {{ rstasisduration }} seconds.{{ spellmodifierdescriptionappend }}",110/95/80,100,3400,{{ cost }} {{ abilityresourcename }},champions/Bard/images/abilities/tempered_fate.png,champions/Bard/images/abilities/tempered_fate.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/bard/hud/icons2d/bard_r.png
Anivia,34,P,Rebirth,"Upon taking fatal damage, Anivia reverts to an egg and is reborn with full health.",,,,,,champions/Anivia/images/abilities/rebirth.png,champions/Anivia/images/abilities/rebirth.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/anivia/hud/icons2d/anivia_p.png
Anivia,34,Q,Flash Frost,"Anivia brings her wings together and summons a sphere of ice that flies towards her opponents, chilling and damaging anyone in its path. When the sphere explodes it does moderate damage in a radius, stunning anyone in the area.","Anivia fires a massive chunk of ice, dealing {{ totalpassthroughdamage }} magic damage and Chilling enemies for {{ slowduration }} seconds, Slowing them by {{ spell.glacialstorm:slowamount }}%. At the end of its range, the ice detonates, Stunning enemies for {{ stunduration }} seconds and dealing {{ totalexplosiondamage }} magic damage . Anivia can Recast this ability while the ice flies to detonate it early.{{ spellmodifierdescriptionappend }}",11/10/9/8/7,80/85/90/95/100,1075,{{ cost }} {{ abilityresourcename }},champions/Anivia/images/abilities/flash_frost.png,champions/Anivia/images/abilities/flash_frost.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/anivia/hud/icons2d/anivia_q.png
Anivia,34,W,Crystallize,Anivia condenses the moisture in the air into an impassable wall of ice to block all movement. The wall only lasts a short duration before it melts.,Anivia summons a wall of ice {{ e2 }} units wide. The wall lasts for {{ e1 }} seconds before it melts.{{ spellmodifierdescriptionappend }},17,70,1000,{{ cost }} {{ abilityresourcename }},champions/Anivia/images/abilities/crystallize.png,champions/Anivia/images/abilities/crystallize.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/anivia/hud/icons2d/anivia_w.png
Anivia,34,E,Frostbite,"With a flap of her wings, Anivia blasts a freezing gust of wind at her target, dealing damage. If the target was recently hit by Flash Frost or damaged by a fully formed Glacial Storm, the damage they take is doubled.","Anivia blasts an enemy with a freezing wind, dealing {{ totaldamage }} magic damage . Against Chilled enemies, Anivia deals {{ empowereddamage }} magic damage instead.{{ spellmodifierdescriptionappend }}",4,50,650,{{ cost }} {{ abilityresourcename }},champions/Anivia/images/abilities/frostbite.png,champions/Anivia/images/abilities/frostbite.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/anivia/hud/icons2d/anivia_e.png
Anivia,34,R,Glacial Storm,Anivia summons a driving rain of ice and hail to damage her enemies and slow their advance.,"Toggle: Anivia calls forth a driving rain of ice and hail that Slows enemies by {{ slowamount }}% and deals {{ totaldamagepersecond }} magic damage per second . The storm increases in size over {{ growthtime }} seconds. When the storm is fully formed, it Chills , Slows by {{ slowpercentempoweredtt }}%, and does {{ empowereddamagepersecondtooltiponly }} magic damage per second instead.{{ spellmodifierdescriptionappend }}",4/3/2,60,750,{{ cost }} + {{ manacostpersecond }} Mana per second,champions/Anivia/images/abilities/glacial_storm.png,champions/Anivia/images/abilities/glacial_storm.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/anivia/hud/icons2d/anivia_r.png
Caitlyn,51,P,Headshot,"Every few basic attacks, or against a target she has trapped or netted, Caitlyn will fire a headshot dealing bonus damage that scales with her critical strike chance. On trapped or netted targets, Caitlyn's Headshot attack range is doubled.",,,,,,champions/Caitlyn/images/abilities/headshot.png,champions/Caitlyn/images/abilities/headshot.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/caitlyn/hud/icons2d/caitlynp.png
Caitlyn,51,Q,Piltover Peacemaker,Caitlyn revs up her rifle for 1 second to unleash a penetrating shot that deals physical damage (deals less damage to subsequent targets).,"Caitlyn revs her rifle to fire a piercing shot dealing {{ initialdamage }} physical damage . After the bolt strikes the first target, it opens into a wider shot that deals {{ secondarydamage }} physical damage . Enemies revealed by Yordle Snap Trap always take full damage.{{ spellmodifierdescriptionappend }}",10/9/8/7/6,55/60/65/70/75,1250,{{ cost }} {{ abilityresourcename }},champions/Caitlyn/images/abilities/piltover_peacemaker.png,champions/Caitlyn/images/abilities/piltover_peacemaker.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/caitlyn/hud/icons2d/caitlynq.png
Caitlyn,51,W,Yordle Snap Trap,"Caitlyn sets a trap that, when sprung, reveals and immobilizes the enemy champion for 1.5 seconds, granting Caitlyn an empowered Headshot.","Caitlyn sets a trap that Roots the first champion that steps on it for {{ e6 }} seconds and granting True Sight of them for 3 seconds. Traps last for {{ e3 }} seconds, and {{ e5 }} traps may be active at once. This Ability has {{ e5 }} charges ({{ ammorechargetime }} second refresh).{{ spellmodifierdescriptionappend }}",0.5,20,800,{{ cost }} {{ abilityresourcename }},champions/Caitlyn/images/abilities/yordle_snap_trap.png,champions/Caitlyn/images/abilities/yordle_snap_trap.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/caitlyn/hud/icons2d/caitlynw.png
Caitlyn,51,E,90 Caliber Net,Caitlyn fires a heavy net to slow her target. The recoil knocks Caitlyn back.,"Caitlyn fires a net, pushing her backwards. The net Slows the first target hit by {{ e3 }}% for {{ e2 }} second and deals {{ netdamage }} magic damage .{{ spellmodifierdescriptionappend }}",16/14/12/10/8,75,750,{{ cost }} {{ abilityresourcename }},champions/Caitlyn/images/abilities/90_caliber_net.png,champions/Caitlyn/images/abilities/90_caliber_net.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/caitlyn/hud/icons2d/caitlyne.png
Caitlyn,51,R,Ace in the Hole,"Caitlyn takes time to line up the perfect shot, dealing massive damage to a single target at a huge range. Enemy champions can intercept the bullet for their ally.","Caitlyn takes a moment to channel and line up the perfect shot, then she fires, dealing {{ rtotaldamage }} physical damage , but other enemy champions can intercept it. This Ability grants True Sight of the target during the channel. Deals up to an additional {{ critchanceamp*100 }}% based on Caitlyn's Critical Strike chance. {{ spellmodifierdescriptionappend }}",90,100,3500,{{ cost }} {{ abilityresourcename }},champions/Caitlyn/images/abilities/ace_in_the_hole.png,champions/Caitlyn/images/abilities/ace_in_the_hole.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/caitlyn/hud/icons2d/caitlynr.png
